REGIONID,CONSTELLATIONID,SOLARSYSTEMID,SOLARSYSTEMNAME,SECURITY
10000017,20000216,30001472,CW-R71,-0.024941
10000017,20000217,30001473,QO-3LC,-0.121968
10000017,20000217,30001474,3E-ER7,-0.074566
10000017,20000217,30001475,REZ-YZ,-0.072165
10000017,20000217,30001476,OU-AIT,-0.114694
10000017,20000217,30001477,VYX2-I,-0.121283
10000017,20000217,30001478,5-P3CQ,-0.095863
10000017,20000218,30001479,M-FDTD,-0.189016
10000017,20000218,30001480,54-VNO,-0.079888
10000017,20000218,30001481,IAMZ-5,-0.069469
10000017,20000218,30001482,HD3-JK,-0.068259
10000017,20000218,30001483,PBXG-A,-0.054043
10000017,20000218,30001484,9-ERCP,-0.102718
10000017,20000218,30001485,KN7M-N,-0.040371
10000017,20000219,30001486,Z-D1DW,-0.349026
10000017,20000219,30001487,FO-3PJ,-0.43518
10000017,20000219,30001488,6-QXE6,-0.472905
10000017,20000219,30001489,N-FKXV,-0.649492
10000017,20000219,30001490,X7-8IG,-0.363308
10000017,20000219,30001491,R-G1SF,-0.459047
10000017,20000220,30001492,6-NCE7,-0.034132
10000017,20000220,30001493,WDJQ-G,-0.030729
10000017,20000220,30001494,JS3-RS,-0.015883
10000017,20000220,30001495,JX-T1W,-0.024714
10000017,20000220,30001496,CZ-CED,-0.032935
10000017,20000220,30001497,BKK4-H,-0.049954
10000017,20000220,30001498,Y-4V7U,-0.059142
10000017,20000220,30001499,L-TPN0,-0.023353
10000017,20000221,30001500,3-XORH,-0.015112
10000017,20000221,30001501,G1VU-H,-0.014799
10000017,20000221,30001502,W6H6-K,-0.038404
10000017,20000221,30001503,6-23NU,-0.008158
10000017,20000221,30001504,DVAR-P,-0.021764
10000017,20000221,30001505,J-JS0D,-0.009097
10000017,20000222,30001506,VR3-PS,-0.113017
10000017,20000222,30001507,LH-J8H,-0.217057
10000017,20000222,30001508,I9D-0D,-0.251666
10000017,20000222,30001509,HGB-C6,-0.212647
10000017,20000222,30001510,2L5-FI,-0.243962
10000017,20000222,30001511,RS08-B,-0.237915
10000017,20000223,30001512,4U-14I,-0.319995
10000017,20000223,30001513,H-EDXD,-0.321139
10000017,20000223,30001514,8-ULAA,-0.286628
10000017,20000223,30001515,KF1-DU,-0.419956
10000017,20000223,30001516,W-WQM5,-0.372308
10000017,20000223,30001517,G5J-LH,-0.535096
10000017,20000224,30001518,H7OL-I,-0.28427
10000017,20000224,30001519,TO21-U,-0.279697
10000017,20000224,30001520,RN-5K9,-0.296481
10000017,20000224,30001521,0M-M64,-0.293175
10000017,20000224,30001522,W5-SGC,-0.266136
10000017,20000224,30001523,8RV-1L,-0.37493
10000017,20000224,30001524,1C-TD6,-0.37509
10000017,20000224,30001525,YBYX-1,-0.233588
10000018,20000225,30001526,L-WG68,-0.310246
10000018,20000225,30001527,E4-E8W,-0.370145
10000018,20000225,30001528,HIK-MC,-0.353684
10000018,20000225,30001529,B9EA-G,-0.194869
10000018,20000225,30001530,E-BFLT,-0.426778
10000018,20000225,30001531,GZM-KB,-0.185919
10000018,20000225,30001532,5LAJ-8,-0.196861
10000018,20000226,30001533,C6C-K9,-0.603737
10000018,20000226,30001534,AL-JSG,-0.430125
10000018,20000226,30001535,ETO-OT,-0.796308
10000018,20000226,30001536,KPI-OW,-0.309014
10000018,20000226,30001537,A-J6SN,-0.802711
10000018,20000226,30001538,OTJ-4W,-0.19917
10000018,20000226,30001539,AG-SYG,-0.911314
10000018,20000226,30001540,1I5-0V,-0.533442
10000018,20000227,30001541,VX1-HV,-0.302376
10000018,20000227,30001542,JNG7-K,-0.30237
10000018,20000227,30001543,K-XJJT,-0.171639
10000018,20000227,30001544,FO1U-K,-0.428494
10000018,20000227,30001545,6U-1RX,-0.395917
10000018,20000227,30001546,Y4OK-W,-0.489253
10000018,20000227,30001547,P-NI4K,-0.15314
10000018,20000228,30001548,T6T-BQ,-0.67266
10000018,20000228,30001549,N-PS2Y,-0.67235
10000018,20000228,30001550,K-BBYU,-0.610334
10000018,20000228,30001551,0J-MQW,-0.913118
10000018,20000228,30001552,XT-1E0,-0.326344
10000018,20000228,30001553,3ET-G8,-0.387444
10000018,20000229,30001554,MOSA-I,-0.801513
10000018,20000229,30001555,B6-XE8,-0.724929
10000018,20000229,30001556,JLH-FN,-0.701396
10000018,20000229,30001557,DFTK-D,-0.865901
10000018,20000229,30001558,4HF-4R,-0.70879
10000018,20000229,30001559,Y8K-5B,-0.679107
10000018,20000229,30001560,L7-BLT,-0.924969
10000018,20000230,30001561,8P-LKL,-0.406766
10000018,20000230,30001562,Q-UVY6,-0.378363
10000018,20000230,30001563,RXA-W1,-0.337688
10000018,20000230,30001564,QFU-4S,-0.367723
10000018,20000230,30001565,QQGH-G,-0.336364
10000018,20000230,30001566,VK6-EZ,-0.297844
10000018,20000230,30001567,JVA-FE,-0.42324
10000018,20000231,30001568,P65-TA,-0.627421
10000018,20000231,30001569,G-VFVB,-0.285143
10000018,20000231,30001570,Y4B-BQ,-0.355324
10000018,20000231,30001571,EU-WFW,-0.14644
10000018,20000231,30001572,K-YL9T,-0.111179
10000018,20000231,30001573,GTB-O4,-0.130075
10000018,20000232,30001574,6W-6O9,-0.122233
10000018,20000232,30001575,H4X-0I,-0.180642
10000018,20000232,30001576,C-BHDN,-0.381414
10000018,20000232,30001577,R-RE2B,-0.183519
10000018,20000232,30001578,4DH-ST,-0.916722
10000018,20000232,30001579,OSW-0P,-1
10000018,20000233,30001580,GF-GR7,-0.104726
10000018,20000233,30001581,DVN6-0,-0.109999
10000018,20000233,30001582,Z19-B8,-0.072119
10000018,20000233,30001583,HPMN-V,-0.092648
10000018,20000233,30001584,XR-ZL7,-0.084715
10000018,20000233,30001585,U1-VHY,-0.112325
10000018,20000234,30001586,OTJ9-E,-0.552879
10000018,20000234,30001587,LH-LY1,-0.718186
10000018,20000234,30001588,7-QOYS,-0.900561
10000018,20000234,30001589,KS8G-M,-0.532865
10000018,20000234,30001590,ZWM-BB,-1
10000018,20000234,30001591,S-CUEA,-0.597118
10000018,20000235,30001592,L-EUY2,-0.515616
10000018,20000235,30001593,JL-ZUQ,-0.456147
10000018,20000235,30001594,X-KHRZ,-0.615508
10000018,20000235,30001595,WIW-X8,-0.956281
10000018,20000235,30001596,QRH-BF,-0.94147
10000018,20000235,30001597,M-NP5O,-1
10000019,20000236,30001598,2-NF2Z,-0.034044
10000019,20000236,30001599,0Z-VHC,-0.023703
10000019,20000236,30001600,9-BUSQ,-0.016288
10000019,20000236,30001601,LQB-TC,-0.025035
10000019,20000236,30001602,II-1B3,-0.023502
10000019,20000236,30001603,6-HFD6,-0.023295
10000019,20000237,30001604,P3UD-M,-0.039543
10000019,20000237,30001605,LCN-0V,-0.032664
10000019,20000237,30001606,FX-XMW,-0.020539
10000019,20000237,30001607,G-N6MC,-0.023593
10000019,20000237,30001608,7-8XK0,-0.031276
10000019,20000237,30001609,90G-OA,-0.033255
10000019,20000238,30001610,DT-7EO,-0.034729
10000019,20000238,30001611,B-Y06L,-0.066618
10000019,20000238,30001612,HHQ-8L,-0.026873
10000019,20000238,30001613,Z-KPAR,-0.060426
10000019,20000238,30001614,8U-RZH,-0.020432
10000019,20000238,30001615,2RV-06,-0.078274
10000019,20000238,30001616,CLDT-L,-0.050133
10000019,20000238,30001617,QU7-EE,-0.01567
10000019,20000239,30001618,UC-X28,-0.033132
10000019,20000239,30001619,R79-I7,-0.035995
10000019,20000239,30001620,E-RPGP,-0.032727
10000019,20000239,30001621,ZV-KZO,-0.023214
10000019,20000239,30001622,NSE-U1,-0.023518
10000019,20000239,30001623,KER-EU,-0.043516
10000019,20000240,30001624,69A-54,-0.033719
10000019,20000240,30001625,M9-OS2,-0.024802
10000019,20000240,30001626,5V-YL6,-0.028158
10000019,20000240,30001627,8-UWFS,-0.012699
10000019,20000240,30001628,PQWA-L,-0.010469
10000019,20000240,30001629,BWO-UU,-0.008386
10000019,20000240,30001630,SQVI-U,-0.030393
10000019,20000241,30001631,T-YWDD,-0.045009
10000019,20000241,30001632,DLY-RG,-0.065068
10000019,20000241,30001633,T-C5A0,-0.101223
10000019,20000241,30001634,UP-L3Y,-0.055719
10000019,20000241,30001635,F-KBNV,-0.045732
10000019,20000241,30001636,JL-P9P,-0.11317
10000019,20000242,30001637,FR-RCH,-0.016974
10000019,20000242,30001638,FNS3-F,-0.021389
10000019,20000242,30001639,7BA-TK,-0.010587
10000019,20000242,30001640,IAWJ-X,-0.019002
10000019,20000242,30001641,50-TJY,-0.028392
10000019,20000242,30001642,3-CE1R,-0.021143
10000019,20000242,30001643,0IRK-R,-0.006288
10000020,20000243,30001644,Tividu,0.572842
10000020,20000243,30001645,Tendhyes,0.589687
10000020,20000243,30001646,Goram,0.597392
10000020,20000243,30001647,Anjedin,0.515754
10000020,20000243,30001648,Adahum,0.607686
10000020,20000243,30001649,Ahrosseas,0.576563
10000020,20000244,30001650,Riramia,0.565731
10000020,20000244,30001651,Nafomeh,0.709062
10000020,20000244,30001652,Pimsu,0.725185
10000020,20000244,30001653,Jarzalad,0.610019
10000020,20000244,30001654,Matyas,0.554138
10000020,20000244,30001655,Imeshasa,0.584965
10000020,20000245,30001656,Ivih,0.548596
10000020,20000245,30001657,Seil,0.58785
10000020,20000245,30001658,Mani,0.822145
10000020,20000245,30001659,Sehmosh,0.57006
10000020,20000245,30001660,Dabrid,0.64884
10000020,20000245,30001661,Gyerzen,0.43818
10000020,20000246,30001662,Hibi,0.50365
10000020,20000246,30001663,Gemodi,0.359262
10000020,20000246,30001664,Chamume,0.291687
10000020,20000246,30001665,Nuzair,0.535057
10000020,20000246,30001666,Pera,0.455398
10000020,20000246,30001667,Shousran,0.550819
10000020,20000246,30001668,Yong,0.286131
10000020,20000247,30001669,Pimebeka,0.684396
10000020,20000247,30001670,Baviasi,0.804102
10000020,20000247,30001671,Tash-Murkon Prime,0.832134
10000020,20000247,30001672,Emrayur,1
10000020,20000247,30001673,Shesha,0.939664
10000020,20000247,30001674,Hilaban,0.891444
10000020,20000248,30001675,Sacalan,0.562881
10000020,20000248,30001676,Mimen,0.526744
10000020,20000248,30001677,Thashkarai,0.611164
10000020,20000248,30001678,Atoosh,0.630162
10000020,20000248,30001679,Unkah,0.647908
10000020,20000248,30001680,Hoona,0.488944
10000020,20000249,30001681,Teshkat,0.420654
10000020,20000249,30001682,Keshirou,0.236506
10000020,20000249,30001683,Nasesharafa,0.170233
10000020,20000249,30001684,Tirbam,0.156006
10000020,20000249,30001685,Ordat,0.269502
10000020,20000249,30001686,Rethan,0.37302
10000020,20000250,30001687,Lossa,0.83594
10000020,20000250,30001688,Onazel,0.736159
10000020,20000250,30001689,Asesamy,0.645109
10000020,20000250,30001690,Hostni,0.791946
10000020,20000250,30001691,Mimime,0.845326
10000020,20000250,30001692,Kibursha,0.761763
10000020,20000250,30001693,Perdan,0.857557
10000020,20000251,30001694,Abai,0.730619
10000020,20000251,30001695,Nehkiah,0.614642
10000020,20000251,30001696,Iro,0.563121
10000020,20000251,30001697,Ahkour,0.660782
10000020,20000251,30001698,Gaknem,0.614769
10000020,20000251,30001699,Siyi,0.509937
10000020,20000252,30001700,Remoriu,0.653494
10000020,20000252,30001701,Yanuel,0.751635
10000020,20000252,30001702,Nafrivik,0.588434
10000020,20000252,30001703,Taru,0.750378
10000020,20000252,30001704,Arkoz,0.783142
10000020,20000252,30001705,Azhgabid,0.803226
10000020,20000252,30001706,Jinizu,0.785975
10000020,20000252,30001707,Phoren,0.605045
10000020,20000253,30001708,Asezai,0.640194
10000020,20000253,30001709,Ferira,0.582023
10000020,20000253,30001710,Yeder,0.631409
10000020,20000253,30001711,Azerakish,0.633394
10000020,20000253,30001712,Lari,0.493032
10000020,20000253,30001713,Yasud,0.628312
10000020,20000253,30001714,Ghishul,0.703417
10000020,20000253,30001715,Moutid,0.705992
10000020,20000254,30001716,Goni,0.787519
10000020,20000254,30001717,Adar,0.796463
10000020,20000254,30001718,Paye,0.642081
10000020,20000254,30001719,Sagain,0.43391
10000020,20000254,30001720,Modun,0.341332
10000020,20000254,30001721,Saminer,0.291739
10000020,20000255,30001722,Marthia,0.925733
10000020,20000255,30001723,Assiad,0.947641
10000020,20000255,30001724,Rumida,0.910481
10000020,20000255,30001725,Nosodnis,0.929034
10000020,20000255,30001726,Iswa,0.835361
10000020,20000255,30001727,Rand,0.866089
10000020,20000255,30001728,Sizamod,0.717975
10000020,20000256,30001729,Sinid,0.729366
10000020,20000256,30001730,Alra,0.818921
10000020,20000256,30001731,Ilas,0.833348
10000020,20000256,30001732,Zith,0.867339
10000020,20000256,30001733,Tew,0.949794
10000020,20000256,30001734,Zehru,0.911673
10000020,20000257,30001735,Uhodoh,0.803802
10000020,20000257,30001736,Esa,0.75732
10000020,20000257,30001737,Hath,0.796701
10000020,20000257,30001738,Judra,0.7616
10000020,20000257,30001739,Sharios,0.660337
10000020,20000257,30001740,Arakor,0.692631
10000020,20000257,30001741,Ahteer,0.696988
10000020,20000257,30001742,Kari,0.568303
10000021,20000258,30001743,JUE-DX,-0.348088
10000021,20000258,30001744,HLR-GL,-0.24722
10000021,20000258,30001745,80G-H5,-0.492482
10000021,20000258,30001746,2EV-BA,-0.253577
10000021,20000258,30001747,M1-PX9,-0.342505
10000021,20000258,30001748,W9-TFD,-0.138357
10000021,20000259,30001749,QHH-13,-0.581343
10000021,20000259,30001750,J4AQ-O,-0.60893
10000021,20000259,30001751,O-O2GN,-0.235745
10000021,20000259,30001752,I-HRX3,-0.172655
10000021,20000259,30001753,XUPK-Z,-0.177313
10000021,20000259,30001754,M4U-EH,-0.625457
10000021,20000260,30001755,WK2F-Y,-0.199044
10000021,20000260,30001756,WIO-OL,-0.143134
10000021,20000260,30001757,1-10QG,-0.017076
10000021,20000260,30001758,YQM-P1,-0.172637
10000021,20000260,30001759,6-GRN7,-0.010926
10000021,20000260,30001760,TFPT-U,-0.01
10000021,20000260,30001761,D-JVGJ,-0.222152
10000021,20000261,30001762,K4UV-G,-0.274301
10000021,20000261,30001763,Q7E-DU,-0.262925
10000021,20000261,30001764,9Z-XJN,-0.258813
10000021,20000261,30001765,ZEZ1-9,-0.414721
10000021,20000261,30001766,QFRV-2,-0.461255
10000021,20000261,30001767,HZID-J,-0.226895
10000021,20000262,30001768,8-AA98,-0.368823
10000021,20000262,30001769,EZWQ-X,-0.662317
10000021,20000262,30001770,2ULC-J,-0.749441
10000021,20000262,30001771,T0DT-T,-0.853097
10000021,20000262,30001772,QG3-Z0,-0.329124
10000021,20000262,30001773,RT64-C,-0.234028
10000021,20000263,30001774,2ID-87,-0.335264
10000021,20000263,30001775,FVQF-W,-0.334996
10000021,20000263,30001776,8K-QCZ,-0.361777
10000021,20000263,30001777,JBUH-H,-0.484983
10000021,20000263,30001778,XDTW-F,-0.432268
10000021,20000263,30001779,0-4VQL,-0.487794
10000021,20000263,30001780,SN-DZ6,-0.66514
10000021,20000263,30001781,DJ-GBH,-0.625448
10000021,20000263,30001782,I0N-BM,-0.749405
10000021,20000264,30001783,QOK-SX,-0.609011
10000021,20000264,30001784,24I-FE,-0.718405
10000021,20000264,30001785,4H-YJZ,-0.759395
10000021,20000264,30001786,2-84WC,-0.885164
10000021,20000264,30001787,V-SEE6,-0.695245
10000021,20000264,30001788,U-FQ21,-0.896369
10000021,20000265,30001789,NHKO-4,-0.755919
10000021,20000265,30001790,KGCF-5,-0.83151
10000021,20000265,30001791,Y-UO9U,-0.831475
10000021,20000265,30001792,XME-SW,-0.832821
10000021,20000265,30001793,JX-SOA,-0.897551
10000021,20000265,30001794,VH-9VO,-0.975408
10000021,20000265,30001795,P-T9VC,-1
10000021,20000266,30001796,9S-GPT,-0.250471
10000021,20000266,30001797,UAJ5-K,-0.227917
10000021,20000266,30001798,XJ-AG7,-0.262175
10000021,20000266,30001799,2WU-XT,-0.116622
10000021,20000266,30001800,J7X-VN,-0.184311
10000021,20000266,30001801,F-WCLC,-0.075115
10000021,20000266,30001802,G-HE0N,-0.230426
10000021,20000266,30001803,YC-ANK,-0.161947
10000021,20000266,30001804,LTT-AP,-0.087989
10000021,20000267,30001805,8RL-OG,-0.543391
10000021,20000267,30001806,R3P0-Z,-0.745147
10000021,20000267,30001807,ZZK-VF,-0.620367
10000021,20000267,30001808,SN-Q1T,-0.740303
10000021,20000267,30001809,L1YK-V,-0.49638
10000021,20000267,30001810,ZJ-5IS,-0.433095
10000021,20000268,30001811,GA58-7,-0.699927
10000021,20000268,30001812,J-0KB3,-0.822932
10000021,20000268,30001813,UC-8XF,-0.737114
10000021,20000268,30001814,90-A1P,-0.701889
10000021,20000268,30001815,4AZV-W,-0.845624
10000021,20000268,30001816,UNV-3J,-0.708046
10000021,20000268,30001817,7F-2FB,-0.916113
10000021,20000269,30001818,MC4C-H,-0.529135
10000021,20000269,30001819,OW-QXW,-0.395335
10000021,20000269,30001820,3-QNM4,-0.739097
10000021,20000269,30001821,UEPO-D,-0.391565
10000021,20000269,30001822,NQ-M6W,-0.573936
10000021,20000269,30001823,P-8PDJ,-0.341869
10000021,20000269,30001824,VE-W7O,-0.753975
10000021,20000270,30001825,CNHV-M,-0.698208
10000021,20000270,30001826,NEU-UD,-0.677196
10000021,20000270,30001827,N-I024,-0.539141
10000021,20000270,30001828,4O-ZRI,-0.753538
10000021,20000270,30001829,Y-7XVJ,-0.648225
10000021,20000270,30001830,RQNF-9,-0.767073
10000022,20000271,30001831,DSS-EZ,-0.262415
10000022,20000271,30001832,MB4D-4,-0.223745
10000022,20000271,30001833,LGK-VP,-0.115761
10000022,20000271,30001834,E-C0SR,-0.075197
10000022,20000271,30001835,X1E-OQ,-0.099426
10000022,20000271,30001836,VTGN-U,-0.069286
10000022,20000271,30001837,0Y1-M7,-0.084998
10000022,20000272,30001838,Q-Q2S6,-0.089529
10000022,20000272,30001839,WHG2-7,-0.102182
10000022,20000272,30001840,9RQ-L8,-0.069378
10000022,20000272,30001841,32-GI9,-0.078905
10000022,20000272,30001842,TG-Z23,-0.050998
10000022,20000272,30001843,IP-MVJ,-0.040329
10000022,20000272,30001844,4J-ZC9,-0.061376
10000022,20000273,30001845,7R5-7R,-0.130175
10000022,20000273,30001846,Y1-UQ2,-0.17008
10000022,20000273,30001847,HM-UVD,-0.248875
10000022,20000273,30001848,G-ME2K,-0.262748
10000022,20000273,30001849,WNS-7J,-0.306767
10000022,20000273,30001850,57M7-W,-0.221738
10000022,20000274,30001851,JS-E8E,-0.066811
10000022,20000274,30001852,FV-SE8,-0.076662
10000022,20000274,30001853,FZSW-Y,-0.061376
10000022,20000274,30001854,UF-KKH,-0.053254
10000022,20000274,30001855,O5Y3-W,-0.084912
10000022,20000274,30001856,0GN-VO,-0.090253
10000022,20000275,30001857,9U6-SV,-0.076951
10000022,20000275,30001858,4GQ-XQ,-0.029418
10000022,20000275,30001859,R8-5XF,-0.027154
10000022,20000275,30001860,2IGP-1,-0.02866
10000022,20000275,30001861,Z2-QQP,-0.026124
10000022,20000275,30001862,GDEW-0,-0.024463
10000022,20000275,30001863,PSJ-10,-0.024412
10000022,20000275,30001864,2-V0KY,-0.023129
10000022,20000275,30001865,U-WLT9,-0.036238
10000022,20000275,30001866,ZG8Q-N,-0.038233
10000022,20000276,30001867,40GX-P,-0.023166
10000022,20000276,30001868,37S-KO,-0.036925
10000022,20000276,30001869,4J9-DK,-0.05748
10000022,20000276,30001870,A-GPTM,-0.081284
10000022,20000276,30001871,HQ-TDJ,-0.035163
10000022,20000276,30001872,WBLF-0,-0.026483
10000022,20000277,30001873,GDO-7H,-0.031773
10000022,20000277,30001874,NZG-LF,-0.021909
10000022,20000277,30001875,UJM-RD,-0.015578
10000022,20000277,30001876,L0AD-B,-0.019055
10000022,20000277,30001877,8ZO-CK,-0.010962
10000022,20000277,30001878,WEQT-K,-0.014547
10000022,20000277,30001879,8O-OSG,-0.025867
10000022,20000278,30001880,1H-I12,-0.006303
10000022,20000278,30001881,D9D-GD,-0.004944
10000022,20000278,30001882,4A-XJ6,-0.008494
10000022,20000278,30001883,GU-54G,-0.005934
10000022,20000278,30001884,7-X3RN,-0.014616
10000022,20000278,30001885,BF-FVB,-0.002907
10000022,20000278,30001886,9O-ZTS,-0.006046
10000022,20000279,30001887,8KQR-O,-0.017112
10000022,20000279,30001888,F9SX-1,-0.012751
10000022,20000279,30001889,0G-A25,-0.021005
10000022,20000279,30001890,WJO0-G,-0.00553
10000022,20000279,30001891,S91-TI,-0.007382
10000022,20000279,30001892,V1V-6F,-0.008347
10000022,20000280,30001893,S-DLKC,-0.124875
10000022,20000280,30001894,42-UOW,-0.132584
10000022,20000280,30001895,CBGG-0,-0.119938
10000022,20000280,30001896,A4UG-O,-0.13047
10000022,20000280,30001897,W-VXL9,-0.15655
10000022,20000280,30001898,U2-BJ2,-0.186863
10000022,20000281,30001899,UKYS-5,-0.127819
10000022,20000281,30001900,RV5-DW,-0.119389
10000022,20000281,30001901,KP-FQ1,-0.109468
10000022,20000281,30001902,RLDS-R,-0.103091
10000022,20000281,30001903,QM-O7J,-0.135849
10000022,20000281,30001904,0-7XA8,-0.065042
10000022,20000282,30001905,X5O1-L,-0.007545
10000022,20000282,30001906,F-TVAP,-0.006018
10000022,20000282,30001907,6Y-0TW,-0.006347
10000022,20000282,30001908,TL-T9Z,-0.005484
10000022,20000282,30001909,E7-WSY,-0.005755
10000022,20000282,30001910,B-G1LG,-0.005767
10000022,20000283,30001911,T-8UOF,-0.242257
10000022,20000283,30001912,DP-2WP,-0.275743
10000022,20000283,30001913,MMR-LZ,-0.32445
10000022,20000283,30001914,I-ME3L,-0.195234
10000022,20000283,30001915,YE17-R,-0.349174
10000022,20000283,30001916,T7-JNB,-0.308863
10000022,20000283,30001917,LB0-A1,-0.343054
10000022,20000283,30001918,S-BWWQ,-0.222267
10000022,20000283,30001919,Z-R96X,-0.280936
10000022,20000283,30001920,J-AYLV,-0.367488
10000022,20000283,30001921,DABV-N,-0.364226
10000022,20000283,30001922,ZH-KEV,-0.186279
10000022,20000284,30001923,LC-1ED,-0.140424
10000022,20000284,30001924,RPS-0K,-0.209691
10000022,20000284,30001925,VNPF-7,-0.105743
10000022,20000284,30001926,CJF-1P,-0.10035
10000022,20000284,30001927,U6-FCE,-0.231423
10000022,20000284,30001928,L6B-0N,-0.231015
10000022,20000284,30001929,Z-XMUC,-0.132023
10000022,20000284,30001930,6QBH-S,-0.24983
10000022,20000285,30001931,RRWI-5,-0.038169
10000022,20000285,30001932,Y-4U62,-0.057834
10000022,20000285,30001933,EAWE-2,-0.063963
10000022,20000285,30001934,I-3FET,-0.030902
10000022,20000285,30001935,QCKK-T,-0.055598
10000022,20000285,30001936,RP-H66,-0.070341
10000022,20000286,30001937,JU-UYK,-0.05592
10000022,20000286,30001938,O-FTHE,-0.042107
10000022,20000286,30001939,W-Q233,-0.026992
10000022,20000286,30001940,4XW2-D,-0.027365
10000022,20000286,30001941,J5NU-K,-0.029636
10000022,20000286,30001942,EOT-XL,-0.020798
10000022,20000286,30001943,RVRE-Z,-0.02102
10000022,20000286,30001944,B-2UL0,-0.015421
10000022,20000286,30001945,L-A9FS,-0.01273
10000022,20000286,30001946,OOO-FS,-0.012482
10000022,20000286,30001947,373Z-7,-0.007631
10000022,20000287,30001948,JVJ2-N,-0.169824
10000022,20000287,30001949,2B-3M4,-0.143621
10000022,20000287,30001950,A-XASO,-0.150682
10000022,20000287,30001951,5J-UEX,-0.147938
10000022,20000287,30001952,1H4V-O,-0.100037
10000022,20000287,30001953,LGL-SD,-0.16599
10000022,20000287,30001954,A-DZA8,-0.190341
10000022,20000287,30001955,O-CT8N,-0.070846
10000022,20000288,30001956,Z-6YQC,-0.208636
10000022,20000288,30001957,F7-ICZ,-0.264578
10000022,20000288,30001958,XFBE-T,-0.185926
10000022,20000288,30001959,T-NNJZ,-0.302784
10000022,20000288,30001960,DK6W-I,-0.115376
10000022,20000288,30001961,0T-LIB,-0.206225
10000022,20000288,30001962,NRT4-U,-0.326985
10000023,20000289,30001963,KQK1-2,-0.160657
10000023,20000289,30001964,O-BY0Y,-0.13958
10000023,20000289,30001965,2D-0SO,-0.154628
10000023,20000289,30001966,UR-E6D,-0.189047
10000023,20000289,30001967,X47L-Q,-0.250256
10000023,20000289,30001968,D7T-C0,-0.198677
10000023,20000290,30001969,KI-TL0,-0.179452
10000023,20000290,30001970,EL8-4Q,-0.159827
10000023,20000290,30001971,JC-YX8,-0.134225
10000023,20000290,30001972,5-9WNU,-0.1889
10000023,20000290,30001973,XI-VUF,-0.185448
10000023,20000290,30001974,N-H32Y,-0.147427
10000023,20000290,30001975,12YA-2,-0.175103
10000023,20000290,30001976,BDV3-T,-0.157582
10000023,20000291,30001977,J-CIJV,-0.243942
10000023,20000291,30001978,X-7OMU,-0.141435
10000023,20000291,30001979,CXN1-Z,-0.124012
10000023,20000291,30001980,KLY-C0,-0.097906
10000023,20000291,30001981,CL6-ZG,-0.122401
10000023,20000291,30001982,G95-VZ,-0.241553
10000023,20000291,30001983,ROIR-Y,-0.239697
10000023,20000292,30001984,EC-P8R,-0.446575
10000023,20000292,30001985,EWOK-K,-0.313539
10000023,20000292,30001986,O-N8XZ,-0.186457
10000023,20000292,30001987,G-M4I8,-0.298389
10000023,20000292,30001988,MI6O-6,-0.132399
10000023,20000292,30001989,L-TS8S,-0.207359
10000023,20000292,30001990,93PI-4,-0.174663
10000023,20000293,30001991,ION-FG,-0.133997
10000023,20000293,30001992,C-H9X7,-0.11086
10000023,20000293,30001993,A8I-C5,-0.115486
10000023,20000293,30001994,DK-FXK,-0.075216
10000023,20000293,30001995,M-76XI,-0.076331
10000023,20000293,30001996,ZJET-E,-0.098637
10000023,20000293,30001997,U-INPD,-0.104164
10000023,20000294,30001998,WW-KGD,-0.179159
10000023,20000294,30001999,XQ-PXU,-0.149838
10000023,20000294,30002000,M-YCD4,-0.181622
10000023,20000294,30002001,Q-5211,-0.144558
10000023,20000294,30002002,R-2R0G,-0.212525
10000023,20000294,30002003,CR-AQH,-0.275358
10000023,20000295,30002004,8S-0E1,-0.226813
10000023,20000295,30002005,5ZXX-K,-0.229454
10000023,20000295,30002006,JE-D5U,-0.217207
10000023,20000295,30002007,2-6TGQ,-0.211345
10000023,20000295,30002008,OE-9UF,-0.209479
10000023,20000295,30002009,PFU-LH,-0.257485
10000023,20000296,30002010,R6XN-9,-0.18139
10000023,20000296,30002011,3V8-LJ,-0.173264
10000023,20000296,30002012,B8EN-S,-0.161461
10000023,20000296,30002013,R-LW2I,-0.153427
10000023,20000296,30002014,DP-1YE,-0.172616
10000023,20000296,30002015,4-ABS8,-0.194327
10000023,20000297,30002016,7RM-N0,-0.06264
10000023,20000297,30002017,S-MDYI,-0.052288
10000023,20000297,30002018,ZKYV-W,-0.055621
10000023,20000297,30002019,F-NMX6,-0.059062
10000023,20000297,30002020,GA-P6C,-0.081671
10000023,20000297,30002021,FWA-4V,-0.022551
10000023,20000297,30002022,RZC-16,-0.030471
10000023,20000298,30002023,RD-G2R,-0.132531
10000023,20000298,30002024,UC3H-Y,-0.097873
10000023,20000298,30002025,6GWE-A,-0.07741
10000023,20000298,30002026,J-OK0C,-0.05501
10000023,20000298,30002027,KDV-DE,-0.087296
10000023,20000298,30002028,MT9Q-S,-0.086128
10000023,20000299,30002029,B-9C24,-0.067233
10000023,20000299,30002030,P-2TTL,-0.099031
10000023,20000299,30002031,7X-VKB,-0.0652
10000023,20000299,30002032,E-Z2ZX,-0.116333
10000023,20000299,30002033,RORZ-H,-0.127091
10000023,20000299,30002034,O-A6YN,-0.123892
10000023,20000300,30002035,MQ-NPY,-0.029128
10000023,20000300,30002036,D2-HOS,-0.029949
10000023,20000300,30002037,Y2-6EA,-0.025357
